Name,URL,Photo,Description,Members
Atlanta Cassandra Users Group,https://www.meetup.com/atlcassandra/,https://secure.meetupstatic.com/photos/event/4/8/a/0/600_387618592.jpeg,"This group is for Cassandra users and those new to Cassandra to discuss all aspects of its usage, from schema design to operations.",355
Nonprofit Tech Club Atlanta,https://www.meetup.com/Nonprofit-Tech-Club-Atlanta/,https://secure.meetupstatic.com/photos/event/6/f/5/6/600_405388502.jpeg,"Social changemakers, non-profit workers, volunteers and technological forerunners come together at Nonprofit Tech Club Atlanta events to mix, swap stories and ideas, build new relationships and learn skills.

This group is affiliated with TechSoup's NetSquared (http://www.NetSquared.org) and NTEN's 501 Tech Clubs (http://www.nten.org/community/501-tech-clubs/).",353
Social Media Atlanta,https://www.meetup.com/Social-Media-Atlanta/,https://secure.meetupstatic.com/photos/event/c/d/2/0/600_12832512.jpeg,"Planning to host a Social Media Atlanta Week during 2017. -- A Twitter hashtag will be established (@SMATL2017).

Social Media Atlanta is being developed to celebrate Atlanta success in social media marketing, digital marketing and social media technology. Events span a variety of formats, ranging from talks, presentations and panel discussions, to networking events and receptions.",351
The Atlanta MySQL Meetup Group,https://www.meetup.com/AtlantaMySQL/,https://secure.meetupstatic.com/photos/event/8/9/6/4/600_126995172.jpeg,"Meet nearby MySQL Users for conversation and fun! Come to a local MySQL Meetup to talk about the world's most popular open source database, get great tips and share new ideas. All levels of experience welcome! Looking for work? Looking for talent? Check out the Atlanta MySQL Jobs Google Group at http://groups.google.com/group/atlanta-mysql-jobs",351
Hyperledger Atlanta,https://www.meetup.com/Hyperledger-Atlanta/,https://secure.meetupstatic.com/photos/event/7/c/4/7/600_462751815.jpeg,"Hyperledger is an open source collaborative effort created to advance cross-industry blockchain technologies. It is a global collaboration, hosted by The Linux Foundation, including leaders in finance, banking, Internet of Things, supply chains, manufacturing and Technology.

Hyperledger Meetup groups have an informal relationship with Hyperledger, and make up a key part of the Hyperledger ecosystem. Participation in a Hyperledger Meetup group is open to anyone--employees of a Hyperledger member company, Hyperledger contributors and developers, and people just passionate about blockchain technology.

For more information about Hyperledger, please visit:

https://www.hyperledger.org/

For Hyperledger Meetup Guidelines, please visit:

https://wiki.hyperledger.org/community/meetups",346
Government Blockchain Association - ATL Chapter,https://www.meetup.com/GBA-ATL/,https://secure.meetupstatic.com/photos/event/3/f/e/4/600_464296356.jpeg,"GBA-ATL will play a key role in informing and facilitating the development of blockchain for industry, commerce, education and government. This group is for people who work in some capacity for public organizations and are interested in how the Blockchain impacts government agencies, departments and other public organizations. We are made up of government employees, contractors and interested parties in using and promoting government understanding and use of the Blockchain.

This group is sponsored by the Government Blockchain Association (GBA) (http://www.governmentblockchain.org/). See a full list of our events on our calendar by clicking HERE (https://www.meetup.com/Atlanta-Government-Grants-Meetup/events/).

We also post whitepapers, articles and presentations from previous events in this meetup group. Go to the menu and click on ""More"", than on ""Files"" to download them. Or you can click on the following link:

https://www.meetup.com/GBA-ATL/",341
Apache Spark,https://www.meetup.com/Apache-Spark/,https://secure.meetupstatic.com/photos/event/4/b/2/e/600_460819246.jpeg,"This is a meetup for users of Spark (www.spark-project.org) in Atlanta, Georgia. Apache Spark is a fast and general engine for large-scale data processing.",341
Meteor Atlanta,https://www.meetup.com/Meteor-Atlanta/,https://secure.meetupstatic.com/photos/event/b/7/4/a/600_207346922.jpeg,"Meet other developers using Meteor. Share your knowledge, apps, and get feedback from others. Meteor is an open-source platform for building top-quality web apps in a fraction of the time, whether you're an expert developer or just getting started.",336
Digital Analytics Association - Atlanta Chapter,https://www.meetup.com/Digital-Analytics-Association-Atlanta-Chapter/,"","The Digital Analytics Association Atlanta Chapter is a passionate group of digital analytics professionals, dedicated to making analytics professionals more effective and valuable through professional development and community. We hope to see you at a DAA Atlanta Chapter event!",330
Learning “Machine Learning” by Example,https://www.meetup.com/Learning-Machine-Learning-by-Example/,https://secure.meetupstatic.com/photos/event/4/3/e/6/600_172397382.jpeg,"Learning “Machine Learning” by Example

A quick overview
There are several online machine learning courses offered right now, Coursera (http://www.coursera.com/), Udacity (http://www.udacity.com/), Caltech (http://work.caltech.edu/library), Stanford (http://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&from=courseprofile&certificateId=10555807). This course is based on the “learning by example” principle. The students will be introduced in machine learning algorithms and data analysis techniques by actively working on a real dataset.

Course style
In this course we will not follow the traditional lecturing style with powerpoint style. It will be taught in lab sessions. We will have an one hour session every week. The instructor will present an algorithm along with a dataset. The students will use the language of their preference to code the algorithm and then apply it to the dataset.

Tools, hardware
The preferred language is python along with the http://www.mortardata.com platform.

Frequently Asked Questions

Which day of the week will the course take place? Most likely every Friday 4pm to 6pm
When does the course begin? November 9th
Where do you meet every week? The course will take place in the LogicBlox office
Can people participate remotely? We are thinking seriously about that
Does the course include homeworks? Not in the way you mean it in college. You are not expected though to finish the lab assignments in the 2 hour sessions. You are expected to spend at least another 2 hours or more depending on how deeply you want to go into machine learning
Is there a limit for the number of people attending the class? Unfortunately we cannot host more than 15 people. We can probably accommodate about 20 more remote students
Will you provide the hardware for the course? You will have to bring your own laptop. We will try to get a cloud cluster for running the large scale jobs
Do I have to pay? No the course is for free",329
Adobe InDesign User Group - Atlanta,https://www.meetup.com/Adobe-InDesign-User-Group-Atlanta/,"","The InDesign User Group is a group to help users access a wide range of InDesign and InCopy resources and get information about industry trends and events. Attend an InDesign User Group meeting to learn more about Adobe InDesign, InCopy and other Creative Cloud tools, connect with peers, and stay up-to-date on design and publishing trends.",328
Apache Kafka® ATL,https://www.meetup.com/Apache-Kafka-ATL/,https://secure.meetupstatic.com/photos/event/1/1/d/2/600_447724562.jpeg,This is the Apache Kafka® Atlanta users group. Apache Kafka® is publish-subscribe messaging rethought as a distributed commit log.,326
ChickTech: Atlanta Meetup,https://www.meetup.com/Atlanta-Women-in-Technology-ChickTech-Meetup/,https://secure.meetupstatic.com/photos/event/9/b/6/5/600_465339781.jpeg,"This group is for women in technology looking to meet other women in tech. ChickTech facilitates hands-on technology-centric events to empower, support, and increase the confidence of women. Through our events, we build community, empower participants to see themselves as leaders, and provide networking and mentoring opportunities in the rapidly growing high tech industry. Plus you'll have opportunities for volunteering in our High School program. ChickTech: High School is a program created to show high school girls that engineering can be fun and exciting! We’ve created a comprehensive year-long program that begins with a weekend-long event for a cohort of 100 high school girls in November. Our program is free to participants with a focus on recruiting girls from underserved communities.",325
